strain,carbon_source,date,inducer_conc,replicate,entry,name,synonyms,intensity,norm_intensity,common_intensity,mass_frac,rel_mass_frac,localization
relA,glucose,2024-05-23,0,2,PSPE_ECOLI,pspE,b1308 JW1301,3.59e-05,0.575081186288735,124014000.0,3.589022440388913e-05,4.010665245228607e-05,phi_peri
relA,glucose,2024-05-26,2,2,PSPE_ECOLI,pspE,b1308 JW1301,6.09e-05,0.963995540871054,124014000.0,6.0929477414233125e-05,6.722987126874514e-05,phi_peri
relA,glucose,2024-05-25,4,2,PSPE_ECOLI,pspE,b1308 JW1301,6.64e-05,0.996513532132281,124014000.0,6.639317853722121e-05,6.949770371580715e-05,phi_peri
lacZ,glucose,2024-05-25,0,2,PSPE_ECOLI,pspE,b1308 JW1301,4.47e-05,0.7211710916871,124014000.0,4.4699715565864266e-05,5.0295087063426034e-05,phi_peri
lacZ,glucose,2024-05-28,1,2,PSPE_ECOLI,pspE,b1308 JW1301,5.82e-05,0.951814888780965,124014000.0,5.8220220921190346e-05,6.638038220238897e-05,phi_peri
lacZ,glucose,2024-05-26,3,2,PSPE_ECOLI,pspE,b1308 JW1301,4.33e-05,0.69204058909882,124014000.0,4.334461807303859e-05,4.826350096580333e-05,phi_peri
lacZ,glucose,2024-05-25,5,2,PSPE_ECOLI,pspE,b1308 JW1301,4.89e-05,0.775393303064572,124014000.0,4.894604350385786e-05,5.407659033419867e-05,phi_peri
wildtype,glucose,2024-05-22,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.34e-05,0.902304074436096,184325000.0,8.342041906265042e-05,0.00032270105,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.59e-05,0.901752854050115,184325000.0,8.586700545986521e-05,0.0003225039109175,phi_peri
wildtype,glycerol,2024-05-22,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.03e-05,0.896419529407891,184325000.0,9.02798082962966e-05,0.0003205964946586,phi_peri
wildtype,sorbitol,2024-05-22,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,7.5e-05,0.729013319843715,184325000.0,7.497273041966378e-05,0.0002607251484756,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.67e-05,1.00970179741317,184325000.0,9.667732334302694e-05,0.0003611108931495,phi_peri
wildtype,LB,2024-05-24,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.73e-05,0.91717546678756,184325000.0,8.72975610266534e-05,0.0003280196715852,phi_peri
wildtype,acetate,2024-05-25,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.73e-05,0.872259939344854,184325000.0,8.725586721773923e-05,0.0003119560315356,phi_peri
meshI,glucose,2024-05-23,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.26e-05,1.00778503340079,184325000.0,9.259041212978774e-05,0.0003604253794996,phi_peri
meshI,glucose,2024-05-23,100,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.79e-05,1.05179106359562,184325000.0,9.793115041719398e-05,0.0003761637459246,phi_peri
relA,glucose,2024-05-23,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.83e-05,1.02659854991208,184325000.0,9.831512370128932e-05,0.0003671538668293,phi_peri
relA,glucose,2024-05-23,2,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001108335707007,1.0996056559345,184325000.0,0.0001108335707007,0.0003932642108235,phi_peri
relA,glucose,2024-05-25,4,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001365944339344,1.30287779940161,184325000.0,0.0001365944339344,0.0004659626901844,phi_peri
lacZ,glucose,2024-05-25,0,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001094548683352,1.13026574137084,184325000.0,0.0001094548683352,0.0004042295184662,phi_peri
lacZ,glucose,2024-05-28,1,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.57e-05,0.972242813762905,184325000.0,9.57167618505316e-05,0.0003477140198577,phi_peri
lacZ,glucose,2024-05-29,3,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001105212340451,1.12190775228878,184325000.0,0.0001105212340451,0.0004012403577951,phi_peri
lacZ,glucose,2024-05-25,5,1,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001020339650983,1.04113861049176,184325000.0,0.0001020339650983,0.0003723539905449,phi_peri
wildtype,glucose,2024-05-22,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.77e-05,0.984535336560706,188996800.0,8.766344729574639e-05,0.00032270105,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.52e-05,0.923559326412073,188996800.0,8.520809135786575e-05,0.0003027149491775,phi_peri
wildtype,glycerol,2024-05-22,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.18e-05,0.814401950090353,188996800.0,8.17859973765329e-05,0.0002669364467244,phi_peri
wildtype,sorbitol,2024-05-22,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.36e-05,0.814617623591798,188996800.0,8.35666102564162e-05,0.0002670071380067,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,8.08e-05,0.873029944934445,188996800.0,8.083104821540609e-05,0.0002861529388025,phi_peri
wildtype,LB,2024-05-24,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,7.5e-05,0.830943850792178,188996800.0,7.500241824020318e-05,0.0002723583838833,phi_peri
wildtype,acetate,2024-05-25,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,7.85e-05,0.79573189206144,188996800.0,7.849069289789922e-05,0.0002608169636488,phi_peri
meshI,glucose,2024-05-23,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,7.35e-05,0.816532114714498,188996800.0,7.354176442195803e-05,0.0002676346505728,phi_peri
meshI,glucose,2024-05-23,100,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.2e-05,1.01098074395723,188996800.0,9.20164184216446e-05,0.0003313690585697,phi_peri
relA,glucose,2024-05-23,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,7.77e-05,0.816971145235166,188996800.0,7.770294282395356e-05,0.0002677785515632,phi_peri
relA,glucose,2024-05-26,2,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.000117674250754,1.22164572117596,188996800.0,0.000117674250754,0.0004004186973406,phi_peri
relA,glucose,2024-05-25,4,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001704922065393,1.67911536604342,188996800.0,0.0001704922065393,0.0005503634776443,phi_peri
lacZ,glucose,2024-05-25,0,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.88e-05,1.04611680150889,188996800.0,9.881670368259343e-05,0.0003428856006822,phi_peri
lacZ,glucose,2024-05-28,1,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001021713127732,1.09603363796824,188996800.0,0.0001021713127732,0.0003592468372371,phi_peri
lacZ,glucose,2024-05-26,3,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,9.99e-05,1.04664358144595,188996800.0,9.99047559451158e-05,0.0003430582632902,phi_peri
lacZ,glucose,2024-05-25,5,2,PSTS_ECOLI,pstS,phoS b3728 JW3706,0.0001022190982948,1.06255829043043,188996800.0,0.0001022190982948,0.0003482746258818,phi_peri
wildtype,glucose,2024-05-22,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,7.2e-05,0.857774504065705,167457200.0,7.204638006534985e-05,0.00010350686,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,7e-05,0.80900180536657,167457200.0,6.998546707949192e-05,9.762150333324736e-05,phi_peri
wildtype,glycerol,2024-05-22,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,9.8e-05,1.07128319956855,167457200.0,9.801740388295252e-05,0.0001292707577953,phi_peri
wildtype,sorbitol,2024-05-22,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,8.8e-05,0.941720048018758,167457200.0,8.798512653981071e-05,0.0001136364915341,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001008144228779,1.15896840638921,167457200.0,0.0001008144228779,0.0001398516510061,phi_peri
wildtype,LB,2024-05-24,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,7.37e-05,0.852494000287781,167457200.0,7.371580197400822e-05,0.0001028696664687,phi_peri
wildtype,acetate,2024-05-25,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,9.18e-05,1.01020617779166,167457200.0,9.180753249507884e-05,0.0001219006497864,phi_peri
meshI,glucose,2024-05-23,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,7.64e-05,0.915779057727493,167457200.0,7.643783948504012e-05,0.000110506216109,phi_peri
meshI,glucose,2024-05-23,100,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,8.56e-05,1.01196860338663,167457200.0,8.560083498324477e-05,0.0001221133200609,phi_peri
relA,glucose,2024-05-23,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,7.53e-05,0.865183652021667,167457200.0,7.527444651013488e-05,0.0001044009150652,phi_peri
relA,glucose,2024-05-23,2,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001073447141258,1.17226749008285,167457200.0,0.0001073447141258,0.0001414564391963,phi_peri
relA,glucose,2024-05-25,4,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001206298031062,1.26650152631447,167457200.0,0.0001206298031062,0.0001528275736253,phi_peri
lacZ,glucose,2024-05-25,0,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,8.7e-05,0.98902724147094,167457200.0,8.701264192776734e-05,0.0001193450070314,phi_peri
lacZ,glucose,2024-05-28,1,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,8.47e-05,0.946772964441182,167457200.0,8.467957829989943e-05,0.0001142462223086,phi_peri
lacZ,glucose,2024-05-29,3,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,8.97e-05,1.00219535144304,167457200.0,8.969341157581536e-05,0.0001209339907432,phi_peri
lacZ,glucose,2024-05-25,5,1,PTRA_ECOLI,ptrA,ptr b2821 JW2789,8.75e-05,0.98282127648852,167457200.0,8.75044911597645e-05,0.0001185961389483,phi_peri
wildtype,glucose,2024-05-22,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001349270345334,1.0142826987032,282362600.0,0.0001349270345334,0.00010350686,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001386448596646,1.00585415037312,282362600.0,0.0001386448596646,0.0001026467323717,phi_peri
wildtype,glycerol,2024-05-22,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001502327582779,1.00131741699991,282362600.0,0.0001502327582779,0.0001021837618146,phi_peri
wildtype,sorbitol,2024-05-22,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001573736507143,1.02683417341671,282362600.0,0.0001573736507143,0.0001047877294633,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001303642633949,0.942446624559021,282362600.0,0.0001303642633949,9.617603746019156e-05,phi_peri
wildtype,LB,2024-05-24,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,7.7e-05,0.571268145097993,282362600.0,7.703645984970001e-05,5.829752591927071e-05,phi_peri
wildtype,acetate,2024-05-25,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001695491880083,1.15051317012311,282362600.0,0.0001695491880083,0.0001174090870132,phi_peri
meshI,glucose,2024-05-23,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001315503356267,0.977638878983454,282362600.0,0.0001315503356267,9.97673831042131e-05,phi_peri
meshI,glucose,2024-05-23,100,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001313993773643,0.96631371744737,282362600.0,0.0001313993773643,9.861165806710898e-05,phi_peri
relA,glucose,2024-05-23,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001289565116845,0.907527526000309,282362600.0,0.0001289565116845,9.26125671866042e-05,phi_peri
relA,glucose,2024-05-26,2,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001561103699108,1.08478299345003,282362600.0,0.0001561103699108,0.0001107013671602,phi_peri
relA,glucose,2024-05-25,4,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001497007865234,0.986841410464436,282362600.0,0.0001497007865234,0.0001007064951869,phi_peri
lacZ,glucose,2024-05-25,0,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001277169606092,0.904993933727633,282362600.0,0.0001277169606092,9.235401581724708e-05,phi_peri
lacZ,glucose,2024-05-28,1,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.000142028037219,1.01980297270934,282362600.0,0.000142028037219,0.0001040702002102,phi_peri
lacZ,glucose,2024-05-26,3,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001534129018009,1.07577590961041,282362600.0,0.0001534129018009,0.0001097822003764,phi_peri
lacZ,glucose,2024-05-25,5,2,PTRA_ECOLI,ptrA,ptr b2821 JW2789,0.0001287643092009,0.895908175210998,282362600.0,0.0001287643092009,9.142682033616716e-05,phi_peri
wildtype,glucose,2024-05-22,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.000234225334227,1.36048000732998,343246800.0,0.000234225334227,0.00032356135,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.000209499313634,1.18146689732203,343246800.0,0.000209499313634,0.0002809868739108,phi_mem
wildtype,glycerol,2024-05-22,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,9.91e-05,0.528257182632331,343246800.0,9.907109976865852e-05,0.0001256347805471,phi_mem
wildtype,sorbitol,2024-05-22,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001644949930791,0.85893947930147,343246800.0,0.0001644949930791,0.0002042805597977,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0002271898782836,1.27419306164954,343246800.0,0.0002271898782836,0.0003030398278303,phi_mem
wildtype,LB,2024-05-24,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,6.57e-05,0.370439881179591,343246800.0,6.56583056973293e-05,8.810127852120386e-05,phi_mem
wildtype,acetate,2024-05-25,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001101000458967,0.591039536447772,343246800.0,0.0001101000458967,0.0001405662334514,phi_mem
meshI,glucose,2024-05-23,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001710027127063,0.99949961812585,343246800.0,0.0001710027127063,0.0002377098112599,phi_mem
meshI,glucose,2024-05-23,100,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001600648645835,0.923171476065389,343246800.0,0.0001600648645835,0.0002195567795688,phi_mem
relA,glucose,2024-05-23,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001807007342511,1.01325318886532,343246800.0,0.0001807007342511,0.0002409808067113,phi_mem
relA,glucose,2024-05-23,2,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001949301110111,1.0385378173307,343246800.0,0.0001949301110111,0.0002469942199746,phi_mem
relA,glucose,2024-05-25,4,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001247592668967,0.639029990718016,343246800.0,0.0001247592668967,0.0001519797463933,phi_mem
lacZ,glucose,2024-05-25,0,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001959458918754,1.0865742017098,343246800.0,0.0001959458918754,0.0002584186564199,phi_mem
lacZ,glucose,2024-05-28,1,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0002204412721278,1.20242334112596,343246800.0,0.0002204412721278,0.0002859709201385,phi_mem
lacZ,glucose,2024-05-29,3,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0002260213562909,1.23207925611016,343246800.0,0.0002260213562909,0.0002930239513011,phi_mem
lacZ,glucose,2024-05-25,5,1,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0002568691755252,1.40751660095845,343246800.0,0.0002568691755252,0.0003347480073943,phi_mem
wildtype,glucose,2024-05-22,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001001174477521,0.731374748107902,290560800.0,0.0001001174477521,0.00032356135,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001169128462162,0.824258857615657,290560800.0,0.0001169128462162,0.0003646534275479,phi_mem
wildtype,glycerol,2024-05-22,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001015092925099,0.657480807600854,290560800.0,0.0001015092925099,0.0002908705533746,phi_mem
wildtype,sorbitol,2024-05-22,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001373355078119,0.870805736795711,290560800.0,0.0001373355078119,0.0003852458408145,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001217341088185,0.855225494143887,290560800.0,0.0001217341088185,0.0003783531167236,phi_mem
wildtype,LB,2024-05-24,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,8.28e-05,0.596701592782879,290560800.0,8.280248232767401e-05,0.0002639817322206,phi_mem
wildtype,acetate,2024-05-25,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001065532192074,0.702639571896533,290560800.0,0.0001065532192074,0.000310848862412,phi_mem
meshI,glucose,2024-05-23,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001421988291861,1.02695798049374,290560800.0,0.0001421988291861,0.0004543278413993,phi_mem
meshI,glucose,2024-05-23,100,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001524643698743,1.08959060578001,290560800.0,0.0001524643698743,0.0004820366142877,phi_mem
relA,glucose,2024-05-23,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0002692302966034,1.84124088067812,290560800.0,0.0002692302966034,0.0008145678895376,phi_mem
relA,glucose,2024-05-26,2,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001227523873955,0.828917316257696,290560800.0,0.0001227523873955,0.0003667143370489,phi_mem
relA,glucose,2024-05-25,4,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001199364734701,0.768324545748004,290560800.0,0.0001199364734701,0.0003399079991529,phi_mem
lacZ,glucose,2024-05-25,0,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001677113436007,1.15486090945134,290560800.0,0.0001677113436007,0.0005109123002824,phi_mem
lacZ,glucose,2024-05-28,1,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001583610467728,1.10499598942776,290560800.0,0.0001583610467728,0.0004888519804775,phi_mem
lacZ,glucose,2024-05-26,3,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001698911619455,1.15771288343501,290560800.0,0.0001698911619455,0.0005121740181018,phi_mem
lacZ,glucose,2024-05-25,5,2,PTGCB_ECOLI,ptsG,glcA umg b1101 JW1087,0.0001980151827671,1.33886453551835,290560800.0,0.0001980151827671,0.0005923157966557,phi_mem
wildtype,glucose,2024-05-22,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0015267690849205,0.278259072575786,10939282000.0,0.0015267690849205,0.000765291,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0020219977287943,0.357797495297337,10939282000.0,0.0020219977287943,0.0009840441155751,phi_peri
wildtype,glycerol,2024-05-22,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0179323085837958,3.00021452705944,10939282000.0,0.0179323085837958,0.0082514368871207,phi_peri
wildtype,sorbitol,2024-05-22,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0209547565598649,3.43328756196272,10939282000.0,0.0209547565598649,0.0094425099863236,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0026311776394389,0.463035304966651,10939282000.0,0.0026311776394389,0.0012734777999977,phi_peri
wildtype,LB,2024-05-24,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0051746367771775,0.916063574296413,10939282000.0,0.0051746367771775,0.0025194334270841,phi_peri
wildtype,acetate,2024-05-25,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0316592475144133,5.33270181795078,10939282000.0,0.0316592475144133,0.0146664353804667,phi_peri
meshI,glucose,2024-05-23,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0015289815423468,0.280413910860989,10939282000.0,0.0015289815423468,0.0007712174135787,phi_peri
meshI,glucose,2024-05-23,100,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0025199112395626,0.456025668305212,10939282000.0,0.0025199112395626,0.0012541993204117,phi_peri
relA,glucose,2024-05-23,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0014839447920878,0.261091951921571,10939282000.0,0.0014839447920878,0.0007180765720535,phi_peri
relA,glucose,2024-05-23,2,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0016599956349261,0.277503209634938,10939282000.0,0.0016599956349261,0.0007632121635383,phi_peri
relA,glucose,2024-05-25,4,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0012557950883867,0.201829612275758,10939282000.0,0.0012557950883867,0.0005550884087204,phi_peri
lacZ,glucose,2024-05-25,0,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0009635089163699,0.167647331075621,10939282000.0,0.0009635089163699,0.0004610774860224,phi_peri
lacZ,glucose,2024-05-28,1,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0009101308354882,0.155770780947422,10939282000.0,0.0009101308354882,0.0004284136205103,phi_peri
lacZ,glucose,2024-05-29,3,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0008482675657614,0.145090744693047,10939282000.0,0.0008482675657614,0.0003990405059178,phi_peri
lacZ,glucose,2024-05-25,5,1,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0010641955710715,0.182970325361944,10939282000.0,0.0010641955710715,0.0005032200458744,phi_peri
wildtype,glucose,2024-05-22,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0026394940524552,0.357055363220265,15691062100.0,0.0026394940524552,0.000765291,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0031908746044363,0.416577499044385,15691062100.0,0.0031908746044363,0.0008928671675616,phi_peri
wildtype,glycerol,2024-05-22,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.023741671758778,2.84756244603952,15691062100.0,0.023741671758778,0.0061032941565078,phi_peri
wildtype,sorbitol,2024-05-22,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0279315023911448,3.27957390011335,15691062100.0,0.0279315023911448,0.0070292415354179,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0036687198573611,0.47727379483557,15691062100.0,0.0036687198573611,0.0010229599590083,phi_peri
wildtype,LB,2024-05-24,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0048612360129988,0.648701987348292,15691062100.0,0.0048612360129988,0.0013903888408854,phi_peri
wildtype,acetate,2024-05-25,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0466611538750817,5.69778667796871,15691062100.0,0.0466611538750818,0.0122122934248698,phi_peri
meshI,glucose,2024-05-23,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.002419665539733,0.323591179008713,15691062100.0,0.002419665539733,0.0006935658793675,phi_peri
meshI,glucose,2024-05-23,100,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0037552658884775,0.496958771742411,15691062100.0,0.0037552658884775,0.001065151555085,phi_peri
relA,glucose,2024-05-23,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0018498067715766,0.23425977700631,15691062100.0,0.0018498067715766,0.0005020983227588,phi_peri
relA,glucose,2024-05-26,2,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0022907133734781,0.28644200006584,15691062100.0,0.002290713373478,0.0006139425625632,phi_peri
relA,glucose,2024-05-25,4,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0022220145313064,0.263587620159975,15691062100.0,0.0022220145313064,0.0005649578586371,phi_peri
lacZ,glucose,2024-05-25,0,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0015938604124315,0.203236734543037,15691062100.0,0.0015938604124315,0.0004356053985925,phi_peri
lacZ,glucose,2024-05-28,1,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0014728126296865,0.190302511123471,15691062100.0,0.0014728126296865,0.0004078829616973,phi_peri
lacZ,glucose,2024-05-26,3,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0014297354237749,0.180414084396118,15691062100.0,0.0014297354237749,0.0003866887023243,phi_peri
lacZ,glucose,2024-05-25,5,2,RBSB_ECOLI,rbsB,prlB rbsP b3751 JW3730,0.0012512132886134,0.1566585767113,15691062100.0,0.0012512132886134,0.0003357725752911,phi_peri
wildtype,glucose,2024-05-22,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,3.41e-06,0.196645694915664,34622000.0,3.4148513327874304e-06,0.0003144643,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,7.4e-06,0.413613263574871,34622000.0,7.397775684864208e-06,0.0006614261525357,phi_mem
wildtype,glycerol,2024-05-22,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,4.89e-05,2.58645791639559,34622000.0,4.8927457083000926e-05,0.004136112303438,phi_mem
wildtype,sorbitol,2024-05-22,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,8.08e-05,4.18255323360824,34622000.0,8.079365413766344e-05,0.0066884946318475,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,9.1e-06,0.506031464388457,34622000.0,9.100744449192556e-06,0.0008092159367899,phi_mem
wildtype,LB,2024-05-24,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,7.32e-06,0.409384603855979,34622000.0,7.318955321353772e-06,0.0006546639271078,phi_mem
wildtype,acetate,2024-05-25,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,0.0001012904101889,5.39078123660665,34622000.0,0.0001012904101889,0.0086206222249089,phi_mem
meshI,glucose,2024-05-23,0,1,RBSC_ECOLI,rbsC,b3750 JW3729,3.1e-06,0.179572477253113,34622000.0,3.098887400216688e-06,0.0002871618083624,phi_mem
meshI,glucose,2024-05-23,100,1,RBSC_ECOLI,rbsC,b3750 JW3729,4.55e-06,0.260212269388078,34622000.0,4.550792770727248e-06,0.0004161162499877,phi_mem
