quantity,strain,inducer_conc,carbon_source,replicate,growth_rate_hr,mean,median,sig2_lower,sig2_upper,sig1_lower,sig1_upper
rna_per_cell,meshI,100,glucose,2.0,0.667204243559892,121.09084004999998,120.65700000000001,103.0851,141.39065,111.78692,130.66324
rna_per_cell,relA,0,glucose,2.0,0.7652878227972052,90.727749725,90.40285,77.2367225,105.937475,83.75648,97.899732
rna_per_cell,relA,4,glucose,1.0,0.4339392796625571,48.50086335,48.3272,41.288934999999995,56.631655,44.774184,52.334864
rna_per_cell,relA,4,glucose,2.0,0.4050489280159054,50.8998213,50.717600000000004,43.33112,59.4327675,46.988852,54.923428
rna_per_cell,relA,2,glucose,2.0,0.5748629870680184,63.519931725,63.292500000000004,54.0747225,74.1686325,58.639244000000005,68.54115200000001
rna_per_cell,meshI,0,glucoseCAA,1.0,1.2406660694040064,136.585137375,136.096,116.274975,159.482725,126.09060000000001,147.3824
rna_per_cell,meshI,100,glucoseCAA,1.0,0.7735928329517952,231.12348175,230.296,196.75625000000002,269.869225,213.365,249.39415999999997
rna_per_cell,relA,0,glucoseCAA,1.0,1.3145881127898524,175.2954385,174.66750000000002,149.229675,204.6829,161.82612,189.1522
rna_per_cell,relA,2,glucoseCAA,1.0,1.3106501093356155,151.06649925,150.5255,128.602875,176.3918,139.45944,163.00872
rna_per_cell,relA,4,glucoseCAA,1.0,1.0060209732262138,80.08075880000001,79.79405,68.17299999999999,93.50572000000001,73.92764,86.41114
rna_per_cell,meshI,0,glucoseCAA,2.0,1.2867785345592082,153.30151850000001,152.7525,130.50585,179.0018,141.52244,165.41972
rna_per_cell,meshI,100,glucoseCAA,2.0,0.9013009628777184,222.55933775,221.7625,189.465325,259.87015,205.45832,240.153
rna_per_cell,relA,0,glucoseCAA,2.0,1.3218899385826106,140.70255275,140.199,119.780925,164.29072499999998,129.8916,151.8254
rna_per_cell,relA,2,glucoseCAA,2.0,1.3542007886450935,127.65262205,127.196,108.67105,149.052675,117.84392,137.7434
rna_per_cell,relA,4,glucoseCAA,2.0,0.856633501311384,69.50477592499999,69.2559,59.169579999999996,81.15676500000001,64.164232,74.999148
cyt_tot_per_cell,meshI,0,glucose,1.0,0.8892325330911993,304.96502100000004,303.8735,259.6177,356.0906,281.53288,329.07244000000003
cyt_tot_per_cell,meshI,100,glucose,1.0,0.7207220956572482,341.66972424999994,340.4465,290.86445000000003,398.94780000000003,315.41724,368.67908
cyt_tot_per_cell,relA,0,glucose,1.0,0.8309082512168006,292.089114,291.0435,248.655825,341.055525,269.64604,315.17828
cyt_tot_per_cell,relA,2,glucose,1.0,0.5953632487833751,220.53781175,219.748,187.74435,257.50915,203.59232,237.971
cyt_tot_per_cell,meshI,0,glucose,2.0,0.8200614327462847,315.802928,314.6725,268.84365,368.74467500000003,291.53772,340.76676000000003
cyt_tot_per_cell,meshI,100,glucose,2.0,0.667204243559892,365.63384325,364.325,311.26525,426.92990000000003,337.53976,394.53756
cyt_tot_per_cell,relA,0,glucose,2.0,0.7652878227972052,273.917144,272.9365,233.18595,319.837425,252.87036,295.56996
cyt_tot_per_cell,relA,4,glucose,1.0,0.4339392796625571,183.63943974999998,182.98149999999998,156.332625,214.42497500000002,169.52896,198.15619999999998
cyt_tot_per_cell,relA,4,glucose,2.0,0.4050489280159054,175.94860075,175.3185,149.785675,205.44492499999998,162.42911999999998,189.8572
cyt_tot_per_cell,relA,2,glucose,2.0,0.5748629870680184,201.3784555,200.6575,171.43447500000002,235.13805,185.90547999999998,217.29752000000002
cyt_tot_per_cell,meshI,0,glucoseCAA,1.0,1.2406660694040064,421.53696125000005,420.02750000000003,358.855825,492.204225,389.14779999999996,454.85952
cyt_tot_per_cell,meshI,100,glucoseCAA,1.0,0.7735928329517952,718.78389575,716.21,611.9026250000001,839.282775,663.55484,775.60396
cyt_tot_per_cell,relA,0,glucoseCAA,1.0,1.3145881127898524,543.1753355000001,541.2305,462.406925,634.2348499999999,501.43988,586.1137600000001
cyt_tot_per_cell,relA,2,glucoseCAA,1.0,1.3106501093356155,482.9370795,481.20799999999997,411.1254,563.898525,445.82984,521.11364
cyt_tot_per_cell,relA,4,glucoseCAA,1.0,1.0060209732262138,276.54025075,275.55,235.419925,322.90045,255.29136,298.40096
cyt_tot_per_cell,meshI,0,glucoseCAA,2.0,1.2867785345592082,481.9353765,480.21000000000004,410.2724,562.728525,444.90484000000004,520.03264
cyt_tot_per_cell,meshI,100,glucoseCAA,2.0,0.9013009628777184,709.6876132499999,707.1465000000001,604.1587,828.661725,655.15716,765.78864
cyt_tot_per_cell,relA,0,glucoseCAA,2.0,1.3218899385826106,436.48720649999996,434.92449999999997,371.58272500000004,509.661275,402.94864,470.99183999999997
cyt_tot_per_cell,relA,2,glucoseCAA,2.0,1.3542007886450935,418.1146945,416.61749999999995,355.941875,488.20820000000003,385.98796,451.16652
cyt_tot_per_cell,relA,4,glucoseCAA,2.0,0.856633501311384,245.93534025,245.055,209.365175,287.1643,227.03884,265.37648
peri_prot_per_cell,meshI,0,glucose,1.0,0.8892325330911993,16.225902075,16.1678,13.8131775,18.946085,14.979128,17.508588
peri_prot_per_cell,meshI,100,glucose,1.0,0.7207220956572482,18.838364575,18.77095,16.0371575,21.9964975,17.39088,20.327536000000002
peri_prot_per_cell,relA,0,glucose,1.0,0.8309082512168006,16.78573885,16.72565,14.2897725,19.599787499999998,15.496012,18.112604
peri_prot_per_cell,relA,2,glucose,1.0,0.5953632487833751,16.0776274,16.020049999999998,13.686879999999999,18.772885,14.842243999999999,17.348588
peri_prot_per_cell,meshI,0,glucose,2.0,0.8200614327462847,17.524222400000003,17.46145,14.91837,20.4619925,16.177712,18.909519999999997
peri_prot_per_cell,meshI,100,glucose,2.0,0.667204243559892,20.219748224999996,20.147350000000003,17.2131475,23.609407500000003,18.666148,21.818151999999998
peri_prot_per_cell,relA,0,glucose,2.0,0.7652878227972052,15.19901145,15.1446,12.938985,17.74698,14.031144,16.400472
peri_prot_per_cell,relA,4,glucose,1.0,0.4339392796625571,16.69709,16.6373,14.214274999999999,19.4962875,15.414128,18.017004
peri_prot_per_cell,relA,4,glucose,2.0,0.4050489280159054,15.428289975,15.37305,13.1341825,18.014780000000002,14.242844,16.647888000000002
peri_prot_per_cell,relA,2,glucose,2.0,0.5748629870680184,15.05716665,15.00325,12.8181875,17.58138,13.900243999999999,16.247472
peri_prot_per_cell,meshI,0,glucoseCAA,1.0,1.2406660694040064,11.92317844,11.8805,10.15021,13.922062500000001,11.007007999999999,12.865708
peri_prot_per_cell,meshI,100,glucoseCAA,1.0,0.7735928329517952,19.273172125000002,19.20415,16.4072575,22.5042,17.79228,20.796736
peri_prot_per_cell,relA,0,glucoseCAA,1.0,1.3145881127898524,15.32888925,15.274000000000001,13.049485,17.89868,14.151044,16.540672
peri_prot_per_cell,relA,2,glucoseCAA,1.0,1.3106501093356155,15.775952225000001,15.71945,13.4300825,18.4206825,14.563744,17.023072
peri_prot_per_cell,relA,4,glucoseCAA,1.0,1.0060209732262138,11.37539912,11.3347,9.68390475,13.282359999999999,10.501308,12.274608
peri_prot_per_cell,meshI,0,glucoseCAA,2.0,1.2867785345592082,14.446160274999999,14.394449999999999,12.29809,16.867974999999998,13.33616,15.588156
peri_prot_per_cell,meshI,100,glucoseCAA,2.0,0.9013009628777184,20.167858525,20.09565,17.16895,23.548905,18.618248,21.762152
peri_prot_per_cell,relA,0,glucoseCAA,2.0,1.3218899385826106,12.2928773475,12.248899999999999,10.46491,14.353665000000001,11.348292,13.264624
peri_prot_per_cell,relA,2,glucoseCAA,2.0,1.3542007886450935,14.274500824999999,14.2234,12.151892499999999,16.667475,13.17766,15.402856
peri_prot_per_cell,relA,4,glucoseCAA,2.0,0.856633501311384,11.01291761,10.9735,9.375327500000001,12.8591575,10.166708,11.883492
mem_prot_per_cell,meshI,0,glucose,1.0,0.8892325330911993,28.21022075,28.1092,24.01539,32.9394475,26.04262,30.440212
mem_prot_per_cell,meshI,100,glucose,1.0,0.7207220956572482,29.88008925,29.7731,25.4369775,34.8892575,27.584204000000003,32.242128
mem_prot_per_cell,relA,0,glucose,1.0,0.8309082512168006,28.008861299999996,27.908549999999998,23.84399,32.7043475,25.856735999999998,30.222996
mem_prot_per_cell,relA,2,glucose,1.0,0.5953632487833751,28.599906775,28.4975,24.347185,33.39445,26.40242,30.860712
mem_prot_per_cell,meshI,0,glucose,2.0,0.8200614327462847,30.891539,30.780949999999997,26.298067500000002,36.0702625,28.517972,33.333543999999996
mem_prot_per_cell,meshI,100,glucose,2.0,0.667204243559892,32.998084750000004,32.87995,28.0913525,38.5299725,30.46264,35.606592
mem_prot_per_cell,relA,0,glucose,2.0,0.7652878227972052,25.775464475,25.6832,21.9427075,30.096535,23.794968,27.812964
mem_prot_per_cell,relA,4,glucose,1.0,0.4339392796625571,28.3138806,28.2125,24.1036875,33.0605475,26.13832,30.552112
mem_prot_per_cell,relA,4,glucose,2.0,0.4050489280159054,30.521554375,30.41225,25.9830725,35.63826,28.176388,32.93426
mem_prot_per_cell,relA,2,glucose,2.0,0.5748629870680184,26.70062865,26.605,22.7303,31.176840000000002,24.649052,28.81128
mem_prot_per_cell,meshI,0,glucoseCAA,1.0,1.2406660694040064,32.543371325,32.42685,27.704255,37.999069999999996,30.042855999999997,35.115891999999995
mem_prot_per_cell,meshI,100,glucoseCAA,1.0,0.7735928329517952,49.44299185,49.266,42.09093,57.73176,45.643968,53.35148
mem_prot_per_cell,relA,0,glucoseCAA,1.0,1.3145881127898524,41.302125375,41.154250000000005,35.16059,48.2261175,38.128612000000004,44.567052
mem_prot_per_cell,relA,2,glucoseCAA,1.0,1.3106501093356155,42.289403725,42.137950000000004,36.001082499999995,49.3789225,39.039996,45.632368
mem_prot_per_cell,relA,4,glucoseCAA,1.0,1.0060209732262138,28.489347075,28.387349999999998,24.253085,33.26535,26.30032,30.741412
mem_prot_per_cell,meshI,0,glucoseCAA,2.0,1.2867785345592082,38.741371750000006,38.60265,32.98061,45.2361025,35.764644000000004,41.80388799999999
mem_prot_per_cell,meshI,100,glucoseCAA,2.0,0.9013009628777184,50.7690399,50.58725,43.21982,59.2800675,46.868136,54.782312
mem_prot_per_cell,relA,0,glucoseCAA,2.0,1.3218899385826106,32.3992583,32.283249999999995,27.581557500000002,37.83077,29.909755999999998,34.960392
mem_prot_per_cell,relA,2,glucoseCAA,2.0,1.3542007886450935,36.95717585,36.824799999999996,31.4617225,43.1527925,34.117475999999996,39.878656
mem_prot_per_cell,relA,4,glucoseCAA,2.0,0.856633501311384,26.992224875,26.8956,22.9785975,31.5172425,24.918236,29.12598
rho_cyt,meshI,0,glucose,1.0,0.8892325330911993,434.80891949999994,433.25199999999995,370.15375,507.701275,401.39964,469.18084
rho_cyt,meshI,100,glucose,1.0,0.7207220956572482,423.63369225,422.1165,360.640825,494.6532,391.08295999999996,457.12167999999997
rho_cyt,relA,0,glucose,1.0,0.8309082512168006,427.68115250000005,426.1495,364.0858,499.379225,394.8198,461.48968
rho_cyt,relA,2,glucose,1.0,0.5953632487833751,393.96628425,392.55550000000005,335.38405,460.01205,363.69528,425.10904
rho_cyt,meshI,0,glucose,2.0,0.8200614327462847,432.074862,430.52750000000003,367.82675,504.50925,398.87564,466.23068
rho_cyt,meshI,100,glucose,2.0,0.667204243559892,427.4812025,425.95050000000003,363.9158,499.14525,394.6348,461.27368
rho_cyt,relA,0,glucose,2.0,0.7652878227972052,435.43515875,433.876,370.68675,508.4323,401.97764,469.85584
rho_cyt,relA,4,glucose,1.0,0.4339392796625571,366.15749550000004,364.846,311.71125,427.540925,338.02292,395.10256
rho_cyt,relA,4,glucose,2.0,0.4050489280159054,369.38745800000004,368.065,314.46025000000003,431.312925,341.00476000000003,398.58756
rho_cyt,relA,2,glucose,2.0,0.5748629870680184,403.35702675000005,401.9125,343.378975,470.9771,372.36428,435.2422
rho_cyt,meshI,0,glucoseCAA,1.0,1.2406660694040064,444.41409600000003,442.8225,378.330675,518.917325,410.26664,479.54499999999996
rho_cyt,meshI,100,glucoseCAA,1.0,0.7735928329517952,436.369984,434.8075,371.482725,509.5243,402.84064,470.86484
rho_cyt,relA,0,glucoseCAA,1.0,1.3145881127898524,438.94511174999997,437.37350000000004,373.674725,512.5313,405.21764,473.64384
rho_cyt,relA,2,glucoseCAA,1.0,1.3106501093356155,426.694504,425.16650000000004,363.24580000000003,498.22722500000003,393.9088,460.42467999999997
rho_cyt,relA,4,glucoseCAA,1.0,1.0060209732262138,415.09588125,413.6095,353.3719,484.68417500000004,383.20112,447.90936
rho_cyt,meshI,0,glucoseCAA,2.0,1.2867785345592082,432.85858275,431.3085,368.49375000000003,505.424275,399.5988,467.07583999999997
rho_cyt,meshI,100,glucoseCAA,2.0,0.9013009628777184,429.482323,427.94449999999995,365.619775,501.48225,396.48264,463.43268
rho_cyt,relA,0,glucoseCAA,2.0,1.3218899385826106,442.84844025,441.26250000000005,376.99769999999995,517.0893,408.82148,477.85584
rho_cyt,relA,2,glucoseCAA,2.0,1.3542007886450935,423.24925899999994,421.73350000000005,360.31284999999997,494.2042,390.72796,456.70668
rho_cyt,relA,4,glucoseCAA,2.0,0.856633501311384,407.75270675,406.2925,347.12095000000005,476.10915000000006,376.42212,439.98536
rho_peri,meshI,0,glucose,1.0,0.8892325330911993,117.89731065,117.475,100.36612500000001,137.66162500000002,108.83808,127.21708
rho_peri,meshI,100,glucose,1.0,0.7207220956572482,134.070505175,133.59050000000002,114.134975,156.5467,123.76876,144.6684
rho_peri,relA,0,glucose,1.0,0.8309082512168006,129.358062375,128.89499999999998,110.123025,151.043675,119.41876,139.58339999999998
rho_peri,relA,2,glucose,1.0,0.5953632487833751,142.42551299999997,141.9155,121.24695,166.30175,131.48160000000001,153.68455999999998
rho_peri,meshI,0,glucose,2.0,0.8200614327462847,130.880779025,130.412,111.419025,152.8217,120.82476,141.22724
rho_peri,meshI,100,glucose,2.0,0.667204243559892,137.00011807500002,136.5095,116.628975,159.966725,126.4736,147.82956
rho_peri,relA,0,glucose,2.0,0.7652878227972052,120.693379925,120.261,102.7461,140.926625,111.41992,130.23424
rho_peri,relA,4,glucose,1.0,0.4339392796625571,158.662467,158.09449999999998,135.0698,185.26085,146.47127999999998,171.20488
rho_peri,relA,4,glucose,2.0,0.4050489280159054,154.622349,154.0685,131.63082500000002,180.5438,142.74144,166.84488000000002
rho_peri,relA,2,glucose,2.0,0.5748629870680184,142.2876215,141.778,121.129925,166.14075,131.3546,153.53555999999998
rho_peri,meshI,0,glucoseCAA,1.0,1.2406660694040064,73.44334737500002,73.18039999999999,62.52255,85.755585,67.800168,79.249028
rho_peri,meshI,100,glucoseCAA,1.0,0.7735928329517952,84.227789175,83.9262,71.7033675,98.3479425,77.755992,90.886004
rho_peri,relA,0,glucoseCAA,1.0,1.3145881127898524,79.07202392499998,78.78890000000001,67.31420750000001,92.3279125,72.996372,85.322624
rho_peri,relA,2,glucoseCAA,1.0,1.3106501093356155,86.1846676,85.87610000000001,73.369255,100.632475,79.56254399999999,92.997552
rho_peri,relA,4,glucoseCAA,1.0,1.0060209732262138,87.063037325,86.7513,74.11695,101.65845,80.373428,93.94536799999999
rho_peri,meshI,0,glucoseCAA,2.0,1.2867785345592082,82.96345435000002,82.66640000000001,70.62698,96.87173250000001,76.588808,89.521688
rho_peri,meshI,100,glucoseCAA,2.0,0.9013009628777184,88.03219477500001,87.717,74.94204,102.79045,81.268112,94.991084
rho_peri,relA,0,glucoseCAA,2.0,1.3218899385826106,75.736213475,75.465,64.47443249999999,88.432895,69.91692,81.72316000000001
rho_peri,relA,2,glucoseCAA,2.0,1.3542007886450935,86.780524,86.46979999999999,73.87645,101.32845,80.112544,93.640552
rho_peri,relA,4,glucoseCAA,2.0,0.856633501311384,91.8776011,91.54865000000001,78.2156125,107.28047500000001,84.81804799999999,99.14054800000001
sigma_mem,meshI,0,glucose,1.0,0.8892325330911993,2.5621909925,2.55302,2.1812007500000004,2.9917235,2.3653168,2.7647348
sigma_mem,meshI,100,glucose,1.0,0.7207220956572482,2.658164835,2.64865,2.26290025,3.103784,2.4539168,2.868288
sigma_mem,relA,0,glucose,1.0,0.8309082512168006,2.6981025799999996,2.68844,2.29689975,3.150424,2.4907852,2.911388
sigma_mem,relA,2,glucose,1.0,0.5953632487833751,3.1669444825,3.155605,2.69602625,3.6978567499999997,2.9236071999999997,3.4172876
sigma_mem,meshI,0,glucose,2.0,0.8200614327462847,2.8839428925000004,2.873615,2.4551085,3.367415,2.662352,3.1119212000000003
sigma_mem,meshI,100,glucose,2.0,0.667204243559892,2.7947561225,2.78475,2.37917925,3.26327475,2.5800136,3.0156812
sigma_mem,relA,0,glucose,2.0,0.7652878227972052,2.5584950925,2.5493300000000003,2.178051,2.98741325,2.3619068000000003,2.7607464
sigma_mem,relA,4,glucose,1.0,0.4339392796625571,3.3631235075,3.3510799999999996,2.8630347499999997,3.9269275,3.104714,3.6289808
sigma_mem,relA,4,glucose,2.0,0.4050489280159054,3.8235881425,3.8099,3.25503125,4.46459,3.529796,4.1258388
sigma_mem,relA,2,glucose,2.0,0.5748629870680184,3.1539541275,3.142665,2.6849665,3.6826965,2.9116172,3.403276
sigma_mem,meshI,0,glucoseCAA,1.0,1.2406660694040064,2.5057224700000003,2.49675,2.13313125,2.925793,2.3131884,2.7037964
sigma_mem,meshI,100,glucoseCAA,1.0,0.7735928329517952,2.7009525325,2.69128,2.29932975,3.15374425,2.4934236,2.9144596000000003
sigma_mem,relA,0,glucoseCAA,1.0,1.3145881127898524,2.6631435299999997,2.65361,2.26714,3.1096037499999998,2.4585152,2.873668
sigma_mem,relA,2,glucoseCAA,1.0,1.3106501093356155,2.8878590075000004,2.87752,2.4584385,3.3719852500000003,2.665962,3.1161428
sigma_mem,relA,4,glucoseCAA,1.0,1.0060209732262138,2.72558481,2.715825,2.3202995,3.18251425,2.5161636,2.9410396000000003
sigma_mem,meshI,0,glucoseCAA,2.0,1.2867785345592082,2.7811177975,2.77116,2.36756925,3.2473545,2.5674236,3.0009612000000003
sigma_mem,meshI,100,glucoseCAA,2.0,0.9013009628777184,2.7700697800000005,2.7601500000000003,2.35816925,3.2344545000000005,2.5572236,2.9890396
sigma_mem,relA,0,glucoseCAA,2.0,1.3218899385826106,2.495141235,2.48621,2.12412125,2.913433,2.3034184,2.6923848
sigma_mem,relA,2,glucoseCAA,2.0,1.3542007886450935,2.8084722650000002,2.798415,2.3908590000000003,3.27929475,2.592682,3.0304812
sigma_mem,relA,4,glucoseCAA,2.0,0.856633501311384,2.8148545375000005,2.8047750000000002,2.3962890000000003,3.28674475,2.598572,3.0373696
empirical_kappa,meshI,0,glucose,1.0,0.8892325330911993,169.70200000000006,169.702,169.702,169.702,169.702,169.702
empirical_kappa,meshI,100,glucose,1.0,0.7207220956572482,159.37100000000007,159.371,159.371,159.371,159.371,159.371
empirical_kappa,relA,0,glucose,1.0,0.8309082512168006,158.512,158.512,158.512,158.512,158.512,158.512
empirical_kappa,relA,2,glucose,1.0,0.5953632487833751,124.39899999999994,124.399,124.399,124.399,124.399,124.399
empirical_kappa,meshI,0,glucose,2.0,0.8200614327462847,149.82099999999997,149.821,149.821,149.821,149.821,149.821
empirical_kappa,meshI,100,glucose,2.0,0.667204243559892,152.958,152.958,152.958,152.958,152.958,152.958
empirical_kappa,relA,0,glucose,2.0,0.7652878227972052,170.192,170.192,170.192,170.192,170.192,170.192
empirical_kappa,relA,4,glucose,1.0,0.4339392796625571,108.874,108.874,108.874,108.874,108.874,108.874
empirical_kappa,relA,4,glucose,2.0,0.4050489280159054,96.60750000000002,96.6075,96.6075,96.6075,96.6075,96.6075
empirical_kappa,relA,2,glucose,2.0,0.5748629870680184,127.88899999999994,127.889,127.889,127.889,127.889,127.889
empirical_kappa,meshI,0,glucoseCAA,1.0,1.2406660694040064,177.36000000000007,177.36,177.36,177.36,177.36,177.36
empirical_kappa,meshI,100,glucoseCAA,1.0,0.7735928329517952,161.56199999999995,161.562,161.562,161.562,161.562,161.562
empirical_kappa,relA,0,glucoseCAA,1.0,1.3145881127898524,164.82200000000006,164.822,164.822,164.822,164.822,164.822
empirical_kappa,relA,2,glucoseCAA,1.0,1.3106501093356155,147.75500000000005,147.755,147.755,147.755,147.755,147.755
empirical_kappa,relA,4,glucoseCAA,1.0,1.0060209732262138,152.296,152.296,152.296,152.296,152.296,152.296
empirical_kappa,meshI,0,glucoseCAA,2.0,1.2867785345592082,155.642,155.642,155.642,155.642,155.642,155.642
empirical_kappa,meshI,100,glucoseCAA,2.0,0.9013009628777184,155.044,155.044,155.044,155.044,155.044,155.044
empirical_kappa,relA,0,glucoseCAA,2.0,1.3218899385826106,177.48399999999998,177.484,177.484,177.484,177.484,177.484
empirical_kappa,relA,2,glucoseCAA,2.0,1.3542007886450935,150.704,150.704,150.704,150.704,150.704,150.704
empirical_kappa,relA,4,glucoseCAA,2.0,0.856633501311384,144.857,144.857,144.857,144.857,144.857,144.857
