lower,upper,quantity,interval,strain,carbon_source,overexpression,inducer_conc
7.106622,8.563615,surface_area_mu,95%,wildtype,glucose,lacZ,20.0
7.3678625,8.3105525,surface_area_mu,75%,wildtype,glucose,lacZ,20.0
7.7233575000000005,7.97303,surface_area_mu,25%,wildtype,glucose,lacZ,20.0
7.848039999999999,7.848039999999999,surface_area_mu,median,wildtype,glucose,lacZ,20.0
7.0523065,7.5278015,surface_area_mu,95%,wildtype,glucose,lacZ,50.0
7.177862500000001,7.40801375,surface_area_mu,75%,wildtype,glucose,lacZ,50.0
7.2713625,7.31588125,surface_area_mu,25%,wildtype,glucose,lacZ,50.0
7.293795,7.293795,surface_area_mu,median,wildtype,glucose,lacZ,50.0
5.8185389999999995,6.356652499999999,surface_area_mu,95%,wildtype,glucose,none,0.0
5.90034875,6.27097,surface_area_mu,75%,wildtype,glucose,none,0.0
6.04006,6.13869375,surface_area_mu,25%,wildtype,glucose,none,0.0
6.09089,6.09089,surface_area_mu,median,wildtype,glucose,none,0.0
6.248417,7.378347499999999,surface_area_mu,95%,wildtype,glucoseCAA,none,0.0
6.4580375,7.15688125,surface_area_mu,75%,wildtype,glucoseCAA,none,0.0
6.720385,6.89407875,surface_area_mu,25%,wildtype,glucoseCAA,none,0.0
6.807195,6.807195,surface_area_mu,median,wildtype,glucoseCAA,none,0.0
4.21349,6.2700545,surface_area_mu,95%,wildtype,glycerol,none,0.0
4.581416249999999,5.93883625,surface_area_mu,75%,wildtype,glycerol,none,0.0
5.0816125,5.43969125,surface_area_mu,25%,wildtype,glycerol,none,0.0
5.258165,5.258165,surface_area_mu,median,wildtype,glycerol,none,0.0
4.0221675,4.669853499999999,surface_area_mu,95%,wildtype,sorbitol,none,0.0
4.1427625,4.561778749999999,surface_area_mu,75%,wildtype,sorbitol,none,0.0
4.30012875,4.40757375,surface_area_mu,25%,wildtype,sorbitol,none,0.0
4.3524650000000005,4.3524650000000005,surface_area_mu,median,wildtype,sorbitol,none,0.0
5.7017015,6.676258499999999,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,acetate,malE,10.0
5.893718750000001,6.48382125,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,acetate,malE,10.0
6.11128,6.2661875,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,acetate,malE,10.0
6.188535,6.188535,surface_area_vol_mu,median,malE-rbsB-fliC-KO,acetate,malE,10.0
6.088079,6.5399905,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,acetate,malE,50.0
6.16814875,6.4585237499999995,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,acetate,malE,50.0
6.27500875,6.349537499999999,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,acetate,malE,50.0
6.3124,6.3124,surface_area_vol_mu,median,malE-rbsB-fliC-KO,acetate,malE,50.0
5.920265499999999,6.8522365,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,acetate,malE,100.0
6.104055,6.68469,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,acetate,malE,100.0
6.3235925,6.461955,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,acetate,malE,100.0
6.39354,6.39354,surface_area_vol_mu,median,malE-rbsB-fliC-KO,acetate,malE,100.0
5.635519,6.442416,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,acetate,none,0.0
5.80971125,6.286645,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,acetate,none,0.0
5.99167875,6.10128,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,acetate,none,0.0
6.0477,6.0477,surface_area_vol_mu,median,malE-rbsB-fliC-KO,acetate,none,0.0
5.5370305,6.640346999999999,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
5.7496625,6.44327,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
6.01202875,6.18850875,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
6.09953,6.09953,surface_area_vol_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0
5.740368500000001,6.5560195,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
5.89124375,6.416865,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
6.0854912500000005,6.224045,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
6.154529999999999,6.154529999999999,surface_area_vol_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0
5.93481,6.590089,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
6.06220625,6.47452875,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
6.21372125,6.318298749999999,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
6.268385,6.268385,surface_area_vol_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0
5.2170475,6.3337235,surface_area_vol_mu,95%,malE-rbsB-fliC-KO,glucose,none,0.0
5.40694875,6.12078,surface_area_vol_mu,75%,malE-rbsB-fliC-KO,glucose,none,0.0
5.67263875,5.8482562499999995,surface_area_vol_mu,25%,malE-rbsB-fliC-KO,glucose,none,0.0
5.7599599999999995,5.7599599999999995,surface_area_vol_mu,median,malE-rbsB-fliC-KO,glucose,none,0.0
4.4470175,4.6918,surface_area_vol_mu,95%,wildtype,LB,none,0.0
4.4866062499999995,4.64867875,surface_area_vol_mu,75%,wildtype,LB,none,0.0
4.547186249999999,4.5901675,surface_area_vol_mu,25%,wildtype,LB,none,0.0
4.56875,4.56875,surface_area_vol_mu,median,wildtype,LB,none,0.0
6.345787,6.630891,surface_area_vol_mu,95%,wildtype,acetate,none,0.0
6.38892875,6.58352,surface_area_vol_mu,75%,wildtype,acetate,none,0.0
6.45963625,6.51232375,surface_area_vol_mu,25%,wildtype,acetate,none,0.0
6.485605,6.485605,surface_area_vol_mu,median,wildtype,acetate,none,0.0
4.992758,5.5862465,surface_area_vol_mu,95%,wildtype,glucose,lacZ,10.0
5.1126825,5.479815,surface_area_vol_mu,75%,wildtype,glucose,lacZ,10.0
5.2518,5.34125375,surface_area_vol_mu,25%,wildtype,glucose,lacZ,10.0
5.29607,5.29607,surface_area_vol_mu,median,wildtype,glucose,lacZ,10.0
5.0792779999999995,5.5114105,surface_area_vol_mu,95%,wildtype,glucose,lacZ,20.0
5.16948875,5.4327024999999995,surface_area_vol_mu,75%,wildtype,glucose,lacZ,20.0
5.26959375,5.3347975,surface_area_vol_mu,25%,wildtype,glucose,lacZ,20.0
5.30218,5.30218,surface_area_vol_mu,median,wildtype,glucose,lacZ,20.0
4.977075500000001,5.6202985,surface_area_vol_mu,95%,wildtype,glucose,lacZ,50.0
5.12293875,5.46756375,surface_area_vol_mu,75%,wildtype,glucose,lacZ,50.0
5.256236250000001,5.32841,surface_area_vol_mu,25%,wildtype,glucose,lacZ,50.0
5.2918199999999995,5.2918199999999995,surface_area_vol_mu,median,wildtype,glucose,lacZ,50.0
5.742848,6.0426245000000005,surface_area_vol_mu,95%,wildtype,glucose,none,0.0
5.78844125,5.993075,surface_area_vol_mu,75%,wildtype,glucose,none,0.0
5.8628375,5.91882125,surface_area_vol_mu,25%,wildtype,glucose,none,0.0
5.891344999999999,5.891344999999999,surface_area_vol_mu,median,wildtype,glucose,none,0.0
5.302481,5.6857324999999985,surface_area_vol_mu,95%,wildtype,glucoseCAA,none,0.0
5.38983,5.6060475,surface_area_vol_mu,75%,wildtype,glucoseCAA,none,0.0
5.4739925000000005,5.5246075,surface_area_vol_mu,25%,wildtype,glucoseCAA,none,0.0
5.4993549999999995,5.4993549999999995,surface_area_vol_mu,median,wildtype,glucoseCAA,none,0.0
5.8147075,6.9327285,surface_area_vol_mu,95%,wildtype,glycerol,none,0.0
6.006855,6.7459525,surface_area_vol_mu,75%,wildtype,glycerol,none,0.0
6.28659125,6.4836875,surface_area_vol_mu,25%,wildtype,glycerol,none,0.0
6.389,6.389,surface_area_vol_mu,median,wildtype,glycerol,none,0.0
6.517968499999999,7.127704,surface_area_vol_mu,95%,wildtype,sorbitol,none,0.0
6.617165,7.022145,surface_area_vol_mu,75%,wildtype,sorbitol,none,0.0
6.7658025,6.8734975,surface_area_vol_mu,25%,wildtype,sorbitol,none,0.0
6.8211949999999995,6.8211949999999995,surface_area_vol_mu,median,wildtype,sorbitol,none,0.0
0.3264209,1.694598499999999,growth_mu,95%,malE-rbsB-fliC-KO,acetate,lamB,100.0
0.46435812499999995,1.4333325,growth_mu,75%,malE-rbsB-fliC-KO,acetate,lamB,100.0
0.7537652499999999,1.02800375,growth_mu,25%,malE-rbsB-fliC-KO,acetate,lamB,100.0
0.889982,0.889982,growth_mu,median,malE-rbsB-fliC-KO,acetate,lamB,100.0
0.57654185,1.318171,growth_mu,95%,malE-rbsB-fliC-KO,acetate,malE,0.0
0.690162875,1.20438375,growth_mu,75%,malE-rbsB-fliC-KO,acetate,malE,0.0
0.8705548750000001,1.0137925,growth_mu,25%,malE-rbsB-fliC-KO,acetate,malE,0.0
0.941341,0.941341,growth_mu,median,malE-rbsB-fliC-KO,acetate,malE,0.0
0.68253165,1.0191774999999998,growth_mu,95%,malE-rbsB-fliC-KO,acetate,malE,10.0
0.731577375,0.967687125,growth_mu,75%,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8148785,0.88106375,growth_mu,25%,malE-rbsB-fliC-KO,acetate,malE,10.0
0.846978,0.846978,growth_mu,median,malE-rbsB-fliC-KO,acetate,malE,10.0
0.32718115000000003,0.9118338999999999,growth_mu,95%,malE-rbsB-fliC-KO,acetate,malE,20.0
0.411191125,0.813740875,growth_mu,75%,malE-rbsB-fliC-KO,acetate,malE,20.0
0.55049025,0.66361325,growth_mu,25%,malE-rbsB-fliC-KO,acetate,malE,20.0
0.603831,0.603831,growth_mu,median,malE-rbsB-fliC-KO,acetate,malE,20.0
0.73695575,1.6086509999999996,growth_mu,95%,malE-rbsB-fliC-KO,acetate,malE,30.0
0.858684375,1.4662625,growth_mu,75%,malE-rbsB-fliC-KO,acetate,malE,30.0
1.07309625,1.2405325,growth_mu,25%,malE-rbsB-fliC-KO,acetate,malE,30.0
1.155645,1.155645,growth_mu,median,malE-rbsB-fliC-KO,acetate,malE,30.0
0.7381108500000001,1.1222145,growth_mu,95%,malE-rbsB-fliC-KO,acetate,malE,50.0
0.794893875,1.058745,growth_mu,75%,malE-rbsB-fliC-KO,acetate,malE,50.0
0.88923725,0.96035325,growth_mu,25%,malE-rbsB-fliC-KO,acetate,malE,50.0
0.9241174999999999,0.9241174999999999,growth_mu,median,malE-rbsB-fliC-KO,acetate,malE,50.0
0.4843689500000001,0.8396897499999999,growth_mu,95%,malE-rbsB-fliC-KO,acetate,malE,100.0
0.53609325,0.784555625,growth_mu,75%,malE-rbsB-fliC-KO,acetate,malE,100.0
0.62478525,0.69092975,growth_mu,25%,malE-rbsB-fliC-KO,acetate,malE,100.0
0.6572665,0.6572665,growth_mu,median,malE-rbsB-fliC-KO,acetate,malE,100.0
0.7442318,1.0313864999999998,growth_mu,95%,malE-rbsB-fliC-KO,acetate,none,0.0
0.787519375,0.9895375,growth_mu,75%,malE-rbsB-fliC-KO,acetate,none,0.0
0.8620822499999999,0.915625875,growth_mu,25%,malE-rbsB-fliC-KO,acetate,none,0.0
0.8886175000000001,0.8886175000000001,growth_mu,median,malE-rbsB-fliC-KO,acetate,none,0.0
0.5271223500000001,1.2603525,growth_mu,95%,malE-rbsB-fliC-KO,acetate,none,50.0
0.634206,1.137665,growth_mu,75%,malE-rbsB-fliC-KO,acetate,none,50.0
0.8169785,0.95753375,growth_mu,25%,malE-rbsB-fliC-KO,acetate,none,50.0
0.8864035,0.8864035,growth_mu,median,malE-rbsB-fliC-KO,acetate,none,50.0
0.64873155,1.20646,growth_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,0.0
0.7311265,1.11788125,growth_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,0.0
0.8726715,0.978636375,growth_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,0.0
0.924426,0.924426,growth_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,0.0
0.53823705,1.2593969999999999,growth_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,3.0
0.64191475,1.14176625,growth_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,3.0
0.822811,0.960615125,growth_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,3.0
0.891554,0.891554,growth_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,3.0
0.8081490499999999,1.2016605,growth_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
0.86503975,1.1409425,growth_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
0.961653375,1.0396775,growth_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
1.00077,1.00077,growth_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0
0.56887215,1.0715409999999999,growth_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,30.0
0.645541125,0.9968733750000001,growth_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,30.0
0.7698855,0.867871625,growth_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,30.0
0.8183095,0.8183095,growth_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,30.0
0.7165903,1.0575184999999998,growth_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
0.767816125,1.00576,growth_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
0.8544328750000001,0.920646875,growth_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
0.8874869999999999,0.8874869999999999,growth_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0
0.5679568,0.83095415,growth_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
0.609813375,0.79146375,growth_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
0.67494825,0.724654875,growth_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
0.6998949999999999,0.6998949999999999,growth_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0
0.6737752499999999,2.409053,growth_mu,95%,malE-rbsB-fliC-KO,ezMOPS,none,0.0
0.9626017499999999,2.29289625,growth_mu,75%,malE-rbsB-fliC-KO,ezMOPS,none,0.0
1.508005,1.9147475,growth_mu,25%,malE-rbsB-fliC-KO,ezMOPS,none,0.0
1.7112,1.7112,growth_mu,median,malE-rbsB-fliC-KO,ezMOPS,none,0.0
0.80329585,1.9880124999999993,growth_mu,95%,malE-rbsB-fliC-KO,glucose,malE,50.0
0.9825550000000001,1.7994675,growth_mu,75%,malE-rbsB-fliC-KO,glucose,malE,50.0
1.270595,1.50336125,growth_mu,25%,malE-rbsB-fliC-KO,glucose,malE,50.0
1.38423,1.38423,growth_mu,median,malE-rbsB-fliC-KO,glucose,malE,50.0
1.1272785,1.7870715,growth_mu,95%,malE-rbsB-fliC-KO,glucose,none,0.0
1.22483625,1.679125,growth_mu,75%,malE-rbsB-fliC-KO,glucose,none,0.0
1.38922875,1.5097450000000001,growth_mu,25%,malE-rbsB-fliC-KO,glucose,none,0.0
1.44684,1.44684,growth_mu,median,malE-rbsB-fliC-KO,glucose,none,0.0
0.96697295,2.1662804999999996,growth_mu,95%,malE-rbsB-fliC-KO,glucose,rbsB,10.0
1.13883875,1.9893425,growth_mu,75%,malE-rbsB-fliC-KO,glucose,rbsB,10.0
1.4444625,1.67555375,growth_mu,25%,malE-rbsB-fliC-KO,glucose,rbsB,10.0
1.5596,1.5596,growth_mu,median,malE-rbsB-fliC-KO,glucose,rbsB,10.0
0.8648194,2.0299644999999997,growth_mu,95%,malE-rbsB-fliC-KO,glucose,rbsB,50.0
1.0334812500000001,1.8542987499999999,growth_mu,75%,malE-rbsB-fliC-KO,glucose,rbsB,50.0
1.3203425,1.55496625,growth_mu,25%,malE-rbsB-fliC-KO,glucose,rbsB,50.0
1.435025,1.435025,growth_mu,median,malE-rbsB-fliC-KO,glucose,rbsB,50.0
0.6491252000000001,1.8205839999999993,growth_mu,95%,malE-rbsB-fliC-KO,sorbitol,malE,50.0
0.814322875,1.6160325,growth_mu,75%,malE-rbsB-fliC-KO,sorbitol,malE,50.0
1.0948475,1.3131650000000001,growth_mu,25%,malE-rbsB-fliC-KO,sorbitol,malE,50.0
1.2053500000000001,1.2053500000000001,growth_mu,median,malE-rbsB-fliC-KO,sorbitol,malE,50.0
0.7076332000000001,1.8635365,growth_mu,95%,malE-rbsB-fliC-KO,sorbitol,none,0.0
0.858017875,1.67695875,growth_mu,75%,malE-rbsB-fliC-KO,sorbitol,none,0.0
1.15073625,1.3719575,growth_mu,25%,malE-rbsB-fliC-KO,sorbitol,none,0.0
1.26106,1.26106,growth_mu,median,malE-rbsB-fliC-KO,sorbitol,none,0.0
2.272234,2.49576,growth_mu,95%,wildtype,LB,none,0.0
2.33555875,2.48918,growth_mu,75%,wildtype,LB,none,0.0
2.4186662500000002,2.46099,growth_mu,25%,wildtype,LB,none,0.0
2.44257,2.44257,growth_mu,median,wildtype,LB,none,0.0
0.29222105000000004,0.7208492,growth_mu,95%,wildtype,acetate,lamB,100.0
0.356170625,0.654517625,growth_mu,75%,wildtype,acetate,lamB,100.0
0.461232,0.54251775,growth_mu,25%,wildtype,acetate,lamB,100.0
0.501342,0.501342,growth_mu,median,wildtype,acetate,lamB,100.0
0.40982995,1.0535984999999999,growth_mu,95%,wildtype,acetate,malE,3.0
0.50961375,0.957559875,growth_mu,75%,wildtype,acetate,malE,3.0
0.6721591250000001,0.795496125,growth_mu,25%,wildtype,acetate,malE,3.0
0.732299,0.732299,growth_mu,median,wildtype,acetate,malE,3.0
0.37042980000000003,0.9890992999999997,growth_mu,95%,wildtype,acetate,malE,10.0
0.462286875,0.8904225,growth_mu,75%,wildtype,acetate,malE,10.0
0.61209575,0.729113,growth_mu,25%,wildtype,acetate,malE,10.0
0.6707735,0.6707735,growth_mu,median,wildtype,acetate,malE,10.0
0.39442910000000003,0.99238705,growth_mu,95%,wildtype,acetate,malE,30.0
0.4832655,0.899137125,growth_mu,75%,wildtype,acetate,malE,30.0
0.63011,0.745221375,growth_mu,25%,wildtype,acetate,malE,30.0
0.6840405,0.6840405,growth_mu,median,wildtype,acetate,malE,30.0
0.5761209,0.73585675,growth_mu,95%,wildtype,acetate,none,0.0
0.599130875,0.7107053750000001,growth_mu,75%,wildtype,acetate,none,0.0
0.637966,0.66964075,growth_mu,25%,wildtype,acetate,none,0.0
0.6537930000000001,0.6537930000000001,growth_mu,median,wildtype,acetate,none,0.0
0.31560920000000003,0.8956133499999999,growth_mu,95%,wildtype,acetate,none,50.0
0.399656,0.800590875,growth_mu,75%,wildtype,acetate,none,50.0
0.542277,0.65163075,growth_mu,25%,wildtype,acetate,none,50.0
0.595476,0.595476,growth_mu,median,wildtype,acetate,none,50.0
1.3536044999999999,2.2279405,growth_mu,95%,wildtype,glucose,lacZ,0.0
1.48452,2.0940175,growth_mu,75%,wildtype,glucose,lacZ,0.0
1.70785375,1.8701175,growth_mu,25%,wildtype,glucose,lacZ,0.0
1.7906,1.7906,growth_mu,median,wildtype,glucose,lacZ,0.0
0.3254858,0.9747097499999996,growth_mu,95%,wildtype,glucose,lacZ,1.0
0.41048124999999996,0.8763314999999999,growth_mu,75%,wildtype,glucose,lacZ,1.0
0.5719047500000001,0.70477,growth_mu,25%,wildtype,glucose,lacZ,1.0
0.6393015,0.6393015,growth_mu,median,wildtype,glucose,lacZ,1.0
0.30252625000000005,0.9550130999999996,growth_mu,95%,wildtype,glucose,lacZ,3.0
0.38801287500000003,0.847389,growth_mu,75%,wildtype,glucose,lacZ,3.0
0.542504875,0.6695145,growth_mu,25%,wildtype,glucose,lacZ,3.0
0.605266,0.605266,growth_mu,median,wildtype,glucose,lacZ,3.0
1.491756,2.316995,growth_mu,95%,wildtype,glucose,lacZ,5.0
1.61732375,2.2021612499999996,growth_mu,75%,wildtype,glucose,lacZ,5.0
1.8273525,1.9934987499999999,growth_mu,25%,wildtype,glucose,lacZ,5.0
1.9093499999999999,1.9093499999999999,growth_mu,median,wildtype,glucose,lacZ,5.0
0.2985487,0.9673141,growth_mu,95%,wildtype,glucose,lacZ,6.0
0.389948375,0.854463375,growth_mu,75%,wildtype,glucose,lacZ,6.0
0.5487126250000001,0.67508725,growth_mu,25%,wildtype,glucose,lacZ,6.0
0.610314,0.610314,growth_mu,median,wildtype,glucose,lacZ,6.0
1.1340290000000002,1.9821624999999998,growth_mu,95%,wildtype,glucose,lacZ,10.0
1.2573512500000001,1.85458875,growth_mu,75%,wildtype,glucose,lacZ,10.0
1.47187125,1.6400875,growth_mu,25%,wildtype,glucose,lacZ,10.0
1.555725,1.555725,growth_mu,median,wildtype,glucose,lacZ,10.0
0.8311969499999999,1.5203775,growth_mu,95%,wildtype,glucose,lacZ,20.0
0.933914125,1.4110212500000001,growth_mu,75%,wildtype,glucose,lacZ,20.0
1.1039775,1.236375,growth_mu,25%,wildtype,glucose,lacZ,20.0
1.17078,1.17078,growth_mu,median,wildtype,glucose,lacZ,20.0
0.9699849,1.6453335,growth_mu,95%,wildtype,glucose,lamB,0.0
1.06634625,1.54215,growth_mu,75%,wildtype,glucose,lamB,0.0
1.2392525,1.36746625,growth_mu,25%,wildtype,glucose,lamB,0.0
1.3042449999999999,1.3042449999999999,growth_mu,median,wildtype,glucose,lamB,0.0
0.7506631500000001,1.6445319999999997,growth_mu,95%,wildtype,glucose,lamB,1.0
0.874393375,1.5087487499999999,growth_mu,75%,wildtype,glucose,lamB,1.0
1.09713,1.26886375,growth_mu,25%,wildtype,glucose,lamB,1.0
1.183325,1.183325,growth_mu,median,wildtype,glucose,lamB,1.0
0.9239092,1.555962,growth_mu,95%,wildtype,glucose,lamB,3.0
1.020455,1.4558525,growth_mu,75%,wildtype,glucose,lamB,3.0
1.17611625,1.29820125,growth_mu,25%,wildtype,glucose,lamB,3.0
1.2391999999999999,1.2391999999999999,growth_mu,median,wildtype,glucose,lamB,3.0
0.2385083,0.8375806999999995,growth_mu,95%,wildtype,glucose,lamB,5.0
0.317652125,0.73164275,growth_mu,75%,wildtype,glucose,lamB,5.0
0.452983,0.566536875,growth_mu,25%,wildtype,glucose,lamB,5.0
0.5074445,0.5074445,growth_mu,median,wildtype,glucose,lamB,5.0
0.7446228500000001,1.6877605,growth_mu,95%,wildtype,glucose,lamB,6.0
0.890125375,1.5354575,growth_mu,75%,wildtype,glucose,lamB,6.0
1.1142512500000001,1.29073375,growth_mu,25%,wildtype,glucose,lamB,6.0
1.2010450000000001,1.2010450000000001,growth_mu,median,wildtype,glucose,lamB,6.0
0.23068270000000002,0.8256681499999996,growth_mu,95%,wildtype,glucose,lamB,20.0
0.31147225,0.7289892499999999,growth_mu,75%,wildtype,glucose,lamB,20.0
0.457518,0.572416,growth_mu,25%,wildtype,glucose,lamB,20.0
0.51468,0.51468,growth_mu,median,wildtype,glucose,lamB,20.0
0.69629325,1.5037324999999997,growth_mu,95%,wildtype,glucose,lamB,30.0
0.808928875,1.37545375,growth_mu,75%,wildtype,glucose,lamB,30.0
1.0093375,1.1711675000000001,growth_mu,25%,wildtype,glucose,lamB,30.0
1.090125,1.090125,growth_mu,median,wildtype,glucose,lamB,30.0
1.003102,2.013503,growth_mu,95%,wildtype,glucose,lamB,50.0
1.1443212500000002,1.86128625,growth_mu,75%,wildtype,glucose,lamB,50.0
1.40591625,1.60587375,growth_mu,25%,wildtype,glucose,lamB,50.0
1.503905,1.503905,growth_mu,median,wildtype,glucose,lamB,50.0
1.163699,2.2607069999999996,growth_mu,95%,wildtype,glucose,malE,0.0
1.32199125,2.1086225,growth_mu,75%,wildtype,glucose,malE,0.0
1.6094537500000001,1.82663375,growth_mu,25%,wildtype,glucose,malE,0.0
1.7138149999999999,1.7138149999999999,growth_mu,median,wildtype,glucose,malE,0.0
0.70707685,1.4673084999999997,growth_mu,95%,wildtype,glucose,malE,50.0
0.820586625,1.3561750000000001,growth_mu,75%,wildtype,glucose,malE,50.0
1.00801,1.1537225,growth_mu,25%,wildtype,glucose,malE,50.0
1.07914,1.07914,growth_mu,median,wildtype,glucose,malE,50.0
1.3679595,1.6238089999999998,growth_mu,95%,wildtype,glucose,none,0.0
1.404405,1.581695,growth_mu,75%,wildtype,glucose,none,0.0
1.46601125,1.51427375,growth_mu,25%,wildtype,glucose,none,0.0
1.4905,1.4905,growth_mu,median,wildtype,glucose,none,0.0
1.2436695,2.0928465,growth_mu,95%,wildtype,glucose,rbsB,0.0
1.36845375,1.9516525,growth_mu,75%,wildtype,glucose,rbsB,0.0
1.57169,1.7386775,growth_mu,25%,wildtype,glucose,rbsB,0.0
1.654795,1.654795,growth_mu,median,wildtype,glucose,rbsB,0.0
0.6794716000000001,1.5865624999999999,growth_mu,95%,wildtype,glucose,rbsB,1.0
0.81097025,1.45073625,growth_mu,75%,wildtype,glucose,rbsB,1.0
1.03018875,1.21707875,growth_mu,25%,wildtype,glucose,rbsB,1.0
1.124205,1.124205,growth_mu,median,wildtype,glucose,rbsB,1.0
0.8482475500000001,1.8795729999999997,growth_mu,95%,wildtype,glucose,rbsB,3.0
0.996107375,1.7068687500000002,growth_mu,75%,wildtype,glucose,rbsB,3.0
1.24860875,1.45015625,growth_mu,25%,wildtype,glucose,rbsB,3.0
1.347295,1.347295,growth_mu,median,wildtype,glucose,rbsB,3.0
0.64683305,1.4507199999999996,growth_mu,95%,wildtype,glucose,rbsB,6.0
0.753931375,1.3265375000000001,growth_mu,75%,wildtype,glucose,rbsB,6.0
0.95354525,1.10855,growth_mu,25%,wildtype,glucose,rbsB,6.0
1.02822,1.02822,growth_mu,median,wildtype,glucose,rbsB,6.0
1.147412,2.3407724999999995,growth_mu,95%,wildtype,glucose,rbsB,30.0
1.3354,2.189585,growth_mu,75%,wildtype,glucose,rbsB,30.0
1.6567625000000001,1.89942375,growth_mu,25%,wildtype,glucose,rbsB,30.0
1.779535,1.779535,growth_mu,median,wildtype,glucose,rbsB,30.0
0.80513205,1.6446749999999997,growth_mu,95%,wildtype,glucose,rbsB,50.0
0.92397825,1.50915,growth_mu,75%,wildtype,glucose,rbsB,50.0
1.13658125,1.29714,growth_mu,25%,wildtype,glucose,rbsB,50.0
1.21784,1.21784,growth_mu,median,wildtype,glucose,rbsB,50.0
1.1428025000000002,2.3541944999999997,growth_mu,95%,wildtype,glucose,rbsB,100.0
1.33315375,2.1905475,growth_mu,75%,wildtype,glucose,rbsB,100.0
1.65580625,1.89221125,growth_mu,25%,wildtype,glucose,rbsB,100.0
1.779595,1.779595,growth_mu,median,wildtype,glucose,rbsB,100.0
1.858892,2.309226,growth_mu,95%,wildtype,glucoseCAA,none,0.0
1.9262599999999999,2.2449825,growth_mu,75%,wildtype,glucoseCAA,none,0.0
2.0422375,2.1279637499999997,growth_mu,25%,wildtype,glucoseCAA,none,0.0
2.087765,2.087765,growth_mu,median,wildtype,glucoseCAA,none,0.0
0.8553717,1.138191,growth_mu,95%,wildtype,glycerol,none,0.0
0.89568575,1.0923237499999998,growth_mu,75%,wildtype,glycerol,none,0.0
0.964890375,1.0192975,growth_mu,25%,wildtype,glycerol,none,0.0
0.9927174999999999,0.9927174999999999,growth_mu,median,wildtype,glycerol,none,0.0
0.981032,1.5088774999999999,growth_mu,95%,wildtype,sorbitol,none,0.0
1.05894875,1.428485,growth_mu,75%,wildtype,sorbitol,none,0.0
1.19266875,1.29437375,growth_mu,25%,wildtype,sorbitol,none,0.0
1.242725,1.242725,growth_mu,median,wildtype,sorbitol,none,0.0
5.89216e-08,1.0804574999999997e-07,periplasmic_density,95%,malE-rbsB-fliC-KO,acetate,malE,10.0
