lower,upper,quantity,interval,strain,carbon_source,overexpression,inducer_conc
9.829550000000001,9.829550000000001,prot_per_biomass_mu,median,wildtype,glucose,none,0.0
3.505516,14.911559999999996,prot_per_biomass_mu,95%,wildtype,glucoseCAA,none,0.0
4.80026375,12.743125,prot_per_biomass_mu,75%,wildtype,glucoseCAA,none,0.0
7.34272,9.5329575,prot_per_biomass_mu,25%,wildtype,glucoseCAA,none,0.0
8.389845000000001,8.389845000000001,prot_per_biomass_mu,median,wildtype,glucoseCAA,none,0.0
10.601140000000001,14.37284,prot_per_biomass_mu,95%,wildtype,glycerol,none,0.0
11.5912875,13.8154,prot_per_biomass_mu,75%,wildtype,glycerol,none,0.0
12.5176,13.0678125,prot_per_biomass_mu,25%,wildtype,glycerol,none,0.0
12.79485,12.79485,prot_per_biomass_mu,median,wildtype,glycerol,none,0.0
10.773585,29.507044999999998,prot_per_biomass_mu,95%,wildtype,sorbitol,none,0.0
13.31035,26.323825,prot_per_biomass_mu,75%,wildtype,sorbitol,none,0.0
17.87995,21.3534125,prot_per_biomass_mu,25%,wildtype,sorbitol,none,0.0
19.59145,19.59145,prot_per_biomass_mu,median,wildtype,sorbitol,none,0.0
990921300.0,1518186499.9999988,N_cells,95%,malE-rbsB-fliC-KO,acetate,malE,10.0
1063333750.0,1379705000.0,N_cells,75%,malE-rbsB-fliC-KO,acetate,malE,10.0
1167535000.0,1248556250.0,N_cells,25%,malE-rbsB-fliC-KO,acetate,malE,10.0
1207300000.0,1207300000.0,N_cells,median,malE-rbsB-fliC-KO,acetate,malE,10.0
1131660000.0,1447203000.0,N_cells,95%,malE-rbsB-fliC-KO,acetate,malE,50.0
1175527500.0,1393161250.0,N_cells,75%,malE-rbsB-fliC-KO,acetate,malE,50.0
1251596250.0,1310965000.0,N_cells,25%,malE-rbsB-fliC-KO,acetate,malE,50.0
1280880000.0,1280880000.0,N_cells,median,malE-rbsB-fliC-KO,acetate,malE,50.0
1053975500.0,1647067999.999999,N_cells,95%,malE-rbsB-fliC-KO,acetate,malE,100.0
1129801250.0,1490347500.0,N_cells,75%,malE-rbsB-fliC-KO,acetate,malE,100.0
1241468750.0,1332657500.0,N_cells,25%,malE-rbsB-fliC-KO,acetate,malE,100.0
1285315000.0,1285315000.0,N_cells,median,malE-rbsB-fliC-KO,acetate,malE,100.0
905543850.0,1411632500.0,N_cells,95%,malE-rbsB-fliC-KO,acetate,none,0.0
973384125.0,1287767500.0,N_cells,75%,malE-rbsB-fliC-KO,acetate,none,0.0
1074096250.0,1152770000.0,N_cells,25%,malE-rbsB-fliC-KO,acetate,none,0.0
1113570000.0,1113570000.0,N_cells,median,malE-rbsB-fliC-KO,acetate,none,0.0
935606950.0,1527574000.0,N_cells,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
1009375000.0,1368693750.0,N_cells,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
1125598750.0,1213636250.0,N_cells,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0
1167300000.0,1167300000.0,N_cells,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0
1015438500.0,1434610999.9999998,N_cells,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
1073691250.0,1351211250.0,N_cells,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
1166255000.0,1238383750.0,N_cells,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0
1201380000.0,1201380000.0,N_cells,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0
1079388500.0,1402370500.0,N_cells,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
1125038750.0,1345871250.0,N_cells,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
1199620000.0,1261897500.0,N_cells,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0
1230365000.0,1230365000.0,N_cells,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0
690723250.0,1225437999.999999,N_cells,95%,malE-rbsB-fliC-KO,glucose,none,0.0
754816250.0,1092678750.0,N_cells,75%,malE-rbsB-fliC-KO,glucose,none,0.0
858919875.0,942657750.0,N_cells,25%,malE-rbsB-fliC-KO,glucose,none,0.0
899607500.0,899607500.0,N_cells,median,malE-rbsB-fliC-KO,glucose,none,0.0
1199095500.0,1485981000.0,N_cells,95%,wildtype,acetate,none,0.0
1240266250.0,1438343750.0,N_cells,75%,wildtype,acetate,none,0.0
1312645000.0,1367497500.0,N_cells,25%,wildtype,acetate,none,0.0
1340190000.0,1340190000.0,N_cells,median,wildtype,acetate,none,0.0
557778100.0,743268799.9999999,N_cells,95%,wildtype,glucose,lacZ,10.0
584185125.0,708372750.0,N_cells,75%,wildtype,glucose,lacZ,10.0
627760625.0,660756500.0,N_cells,25%,wildtype,glucose,lacZ,10.0
644310000.0,644310000.0,N_cells,median,wildtype,glucose,lacZ,10.0
546456450.0,778831399.9999998,N_cells,95%,wildtype,glucose,lacZ,20.0
576988000.0,728422875.0,N_cells,75%,wildtype,glucose,lacZ,20.0
625818250.0,665742000.0,N_cells,25%,wildtype,glucose,lacZ,20.0
644721500.0,644721500.0,N_cells,median,wildtype,glucose,lacZ,20.0
829745550.0,1043620500.0,N_cells,95%,wildtype,glucose,none,0.0
859323250.0,1009231250.0,N_cells,75%,wildtype,glucose,none,0.0
911961000.0,952988875.0,N_cells,25%,wildtype,glucose,none,0.0
932032500.0,932032500.0,N_cells,median,wildtype,glucose,none,0.0
685838150.0,900754450.0,N_cells,95%,wildtype,glucoseCAA,none,0.0
715841125.0,861554875.0,N_cells,75%,wildtype,glucoseCAA,none,0.0
767644125.0,808120250.0,N_cells,25%,wildtype,glucoseCAA,none,0.0
787085000.0,787085000.0,N_cells,median,wildtype,glucoseCAA,none,0.0
1289379000.0,1674883499.9999998,N_cells,95%,wildtype,glycerol,none,0.0
1353467500.0,1618611250.0,N_cells,75%,wildtype,glycerol,none,0.0
1452058750.0,1523900000.0,N_cells,25%,wildtype,glycerol,none,0.0
1486820000.0,1486820000.0,N_cells,median,wildtype,glycerol,none,0.0
1289534000.0,1586292000.0,N_cells,95%,wildtype,sorbitol,none,0.0
1333226250.0,1542431250.0,N_cells,75%,wildtype,sorbitol,none,0.0
1405968750.0,1463555000.0,N_cells,25%,wildtype,sorbitol,none,0.0
1434160000.0,1434160000.0,N_cells,median,wildtype,sorbitol,none,0.0
